log,cleaned_log,label,stage,severity,root_cause,log_length
"2026-04-02T07:45:18.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T07:45:18.000Z Runner image: ubuntu-latest
2026-04-02T07:45:18.000Z Language: java
2026-04-02T07:45:18.000Z Pulling cache layer from registry
2026-04-02T07:45:18.000Z error: failed to solve: no space left on device
2026-04-02T07:45:18.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:45:18.000z group run ci for spring-projects/spring-boot 2026-04-02t07:45:18.000z runner image: ubuntu-latest 2026-04-02t07:45:18.000z language: java 2026-04-02t07:45:18.000z pulling cache layer from registry 2026-04-02t07:45:18.000z,Infrastructure Error,build,high,Runner or external service instability,246.0
"2026-04-01T15:28:22.000Z ##[group]Run CI for angular/angular
2026-04-01T15:28:22.000Z Runner image: windows-latest
2026-04-01T15:28:22.000Z Language: go
2026-04-01T15:28:22.000Z src/auth/handler.py:180: SyntaxError: unexpected token '['
2026-04-01T15:28:22.000Z pylint: E0001 syntax-error
2026-04-01T15:28:22.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:28:22.000z group run ci for angular/angular 2026-04-01t15:28:22.000z runner image: windows-latest 2026-04-01t15:28:22.000z language: go 2026-04-01t15:28:22.000z src/auth/handler.py:180: syntaxerror: unexpected token 2026-04-01t15:28:22.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,262.0
"2026-04-02T04:27:35.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T04:27:35.000Z Runner image: windows-latest
2026-04-02T04:27:35.000Z Language: go
2026-04-02T04:27:35.000Z helm upgrade --install api ./charts/api
2026-04-02T04:27:35.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T04:27:35.000Z ##[error]Deployment failed in production stage",2026-04-02t04:27:35.000z group run ci for microsoft/vscode 2026-04-02t04:27:35.000z runner image: windows-latest 2026-04-02t04:27:35.000z language: go 2026-04-02t04:27:35.000z helm upgrade --install api ./charts/api 2026-04-02t04:27:35.000z,Deployment Error,deploy,high,Release or deployment command failed,240.0
"2026-04-03T17:19:47.8320133Z 1725 Tests, 1725 Passed, 0 Failed 2026-04-03T17:19:15.0214979Z error Command ""snap"" not found. 2026-04-03T17:19:15.0395220Z error Command failed with exit code 1. 2026-04-03T17:19:15.0574008Z error Command failed. 2026-04-03T17:19:15.0682315Z ##[error]Process completed with exit code 1.",tz tests passed failed tz,Test Failure,test,medium,Assertion or test case failure,25.0
"2026-04-08T15:52:33.000Z ##[group]Run CI for pytorch/pytorch
2026-04-08T15:52:33.000Z Runner image: windows-latest
2026-04-08T15:52:33.000Z Language: python
2026-04-08T15:52:33.000Z validating .github/workflows/ci.yml
2026-04-08T15:52:33.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-08T15:52:33.000Z ##[error]Invalid workflow configuration",2026-04-08t15:52:33.000z group run ci for pytorch/pytorch 2026-04-08t15:52:33.000z runner image: windows-latest 2026-04-08t15:52:33.000z language: python 2026-04-08t15:52:33.000z validating .github/workflows/ci.yml 2026-04-08t15:52:33.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,
"2026-04-01T07:50:17.000Z ##[group]Run CI for facebook/react
2026-04-01T07:50:17.000Z Runner image: windows-latest
2026-04-01T07:50:17.000Z Language: python
2026-04-01T07:50:17.000Z FAIL internal/runtime/retry_test.go
2026-04-01T07:50:17.000Z AssertionError: expected 4 but received 19
2026-04-01T07:50:17.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:50:17.000z group run ci for facebook/react 2026-04-01t07:50:17.000z runner image: windows-latest 2026-04-01t07:50:17.000z language: python 2026-04-01t07:50:17.000z fail internal/runtime/retry_test.go 2026-04-01t07:50:17.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite,265.0
"2026-04-02T00:28:23.000Z ##[group]Run CI for django/django
2026-04-02T00:28:23.000Z Runner image: windows-latest
2026-04-02T00:28:23.000Z Language: node
2026-04-02T00:28:23.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-02T00:28:23.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-02T00:28:23.000Z ##[error]permission denied while accessing deployment secret",2026-04-02t00:28:23.000z group run ci for django/django 2026-04-02t00:28:23.000z runner image: windows-latest 2026-04-02t00:28:23.000z language: node 2026-04-02t00:28:23.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-02t00:28:23.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",260.0
"2026-04-08T14:12:58.000Z ##[group]Run CI for angular/angular
2026-04-08T14:12:58.000Z Runner image: ubuntu-latest
2026-04-08T14:12:58.000Z Language: java
2026-04-08T14:12:58.000Z helm upgrade --install api ./charts/api
2026-04-08T14:12:58.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-08T14:12:58.000Z ##[error]Deployment failed in production stage",2026-04-08t14:12:58.000z group run ci for angular/angular 2026-04-08t14:12:58.000z runner image: ubuntu-latest 2026-04-08t14:12:58.000z language: java 2026-04-08t14:12:58.000z helm upgrade --install api ./charts/api 2026-04-08t14:12:58.000z,Deployment Error,deploy,high,Release or deployment command failed,
"2026-04-01T21:00:55.000Z ##[group]Run CI for angular/angular
2026-04-01T21:00:55.000Z Runner image: windows-latest
2026-04-01T21:00:55.000Z Language: rust
2026-04-01T21:00:55.000Z pytest -m integration --maxfail=1
2026-04-01T21:00:55.000Z Error: Process timed out after 20 minutes
2026-04-01T21:00:55.000Z ##[error]The operation was canceled",2026-04-01t21:00:55.000z group run ci for angular/angular 2026-04-01t21:00:55.000z runner image: windows-latest 2026-04-01t21:00:55.000z language: rust 2026-04-01t21:00:55.000z pytest -m integration --maxfail 1 2026-04-01t21:00:55.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,235.0
"2026-04-01T22:44:55.000Z ##[group]Run CI for angular/angular
2026-04-01T22:44:55.000Z Runner image: ubuntu-latest
2026-04-01T22:44:55.000Z Language: java
2026-04-01T22:44:55.000Z pytest -m integration --maxfail=1
2026-04-01T22:44:55.000Z Error: Process timed out after 20 minutes
2026-04-01T22:44:55.000Z ##[error]The operation was canceled",2026-04-01t22:44:55.000z group run ci for angular/angular 2026-04-01t22:44:55.000z runner image: ubuntu-latest 2026-04-01t22:44:55.000z language: java 2026-04-01t22:44:55.000z pytest -m integration --maxfail 1 2026-04-01t22:44:55.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,234.0
"2026-04-12T01:27:14.000Z ##[group]Run CI for microsoft/vscode
2026-04-12T01:27:14.000Z Runner image: ubuntu-latest
2026-04-12T01:27:14.000Z Language: rust
2026-04-12T01:27:14.000Z make build-ci -j4
2026-04-12T01:27:14.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-12T01:27:14.000Z ##[error]Build failed with exit code 2",2026-04-12t01:27:14.000z group run ci for microsoft/vscode 2026-04-12t01:27:14.000z runner image: ubuntu-latest 2026-04-12t01:27:14.000z language: rust 2026-04-12t01:27:14.000z make build-ci -j4 2026-04-12t01:27:14.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,
"2026-04-01T07:51:32.000Z ##[group]Run CI for django/django
2026-04-01T07:51:32.000Z Runner image: ubuntu-latest
2026-04-01T07:51:32.000Z Language: go
2026-04-01T07:51:32.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T07:51:32.000Z AssertionError: expected 9 but received 12
2026-04-01T07:51:32.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:51:32.000z group run ci for django/django 2026-04-01t07:51:32.000z runner image: ubuntu-latest 2026-04-01t07:51:32.000z language: go 2026-04-01t07:51:32.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t07:51:32.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite,279.0
"2026-04-12T03:33:42.000Z ##[group]Run CI for pytorch/pytorch
2026-04-12T03:33:42.000Z Runner image: ubuntu-latest
2026-04-12T03:33:42.000Z Language: rust
2026-04-12T03:33:42.000Z Starting module auth
2026-04-12T03:33:42.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-12T03:33:42.000Z ##[error]Runtime exception in test process",2026-04-12t03:33:42.000z group run ci for pytorch/pytorch 2026-04-12t03:33:42.000z runner image: ubuntu-latest 2026-04-12t03:33:42.000z language: rust 2026-04-12t03:33:42.000z starting module auth 2026-04-12t03:33:42.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-01T09:48:42.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T09:48:42.000Z Runner image: macos-latest
2026-04-01T09:48:42.000Z Language: java
2026-04-01T09:48:42.000Z FAIL internal/runtime/retry_test.go
2026-04-01T09:48:42.000Z AssertionError: expected 6 but received 17
2026-04-01T09:48:42.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:48:42.000z group run ci for tensorflow/tensorflow 2026-04-01t09:48:42.000z runner image: macos-latest 2026-04-01t09:48:42.000z language: java 2026-04-01t09:48:42.000z fail internal/runtime/retry_test.go 2026-04-01t09:48:42.000z assertionerror: expected 6,Test Failure,test,medium,Assertion mismatch in CI test suite,268.0
"2026-04-01T12:06:14.000Z ##[group]Run CI for apache/spark
2026-04-01T12:06:14.000Z Runner image: windows-latest
2026-04-01T12:06:14.000Z Language: python
2026-04-01T12:06:14.000Z ERROR: Module not found: Cannot resolve 'grpcio'
2026-04-01T12:06:14.000Z npm ERR! code E404
2026-04-01T12:06:14.000Z ##[error]Dependency installation failed",2026-04-01t12:06:14.000z group run ci for apache/spark 2026-04-01t12:06:14.000z runner image: windows-latest 2026-04-01t12:06:14.000z language: python 2026-04-01t12:06:14.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,215.0
"2026-04-01T08:27:29.000Z ##[group]Run CI for apache/spark
2026-04-01T08:27:29.000Z Runner image: ubuntu-latest
2026-04-01T08:27:29.000Z Language: go
2026-04-01T08:27:29.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T08:27:29.000Z AssertionError: expected 2 but received 18
2026-04-01T08:27:29.000Z ##[error]Test suite failed with exit code 1",2026-04-01t08:27:29.000z group run ci for apache/spark 2026-04-01t08:27:29.000z runner image: ubuntu-latest 2026-04-01t08:27:29.000z language: go 2026-04-01t08:27:29.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t08:27:29.000z assertionerror: expected 2,Test Failure,test,medium,Assertion mismatch in CI test suite,278.0
"2026-04-01T13:32:36.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T13:32:36.000Z Runner image: ubuntu-latest
2026-04-01T13:32:36.000Z Language: node
2026-04-01T13:32:36.000Z pytest -m integration --maxfail=1
2026-04-01T13:32:36.000Z Error: Process timed out after 30 minutes
2026-04-01T13:32:36.000Z ##[error]The operation was canceled",2026-04-01t13:32:36.000z group run ci for pytorch/pytorch 2026-04-01t13:32:36.000z runner image: ubuntu-latest 2026-04-01t13:32:36.000z language: node 2026-04-01t13:32:36.000z pytest -m integration --maxfail 1 2026-04-01t13:32:36.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,234.0
"2026-04-01T22:36:49.000Z ##[group]Run CI for vercel/next.js
2026-04-01T22:36:49.000Z Runner image: windows-latest
2026-04-01T22:36:49.000Z Language: rust
2026-04-01T22:36:49.000Z pytest -m integration --maxfail=1
2026-04-01T22:36:49.000Z Error: Process timed out after 20 minutes
2026-04-01T22:36:49.000Z ##[error]The operation was canceled",2026-04-01t22:36:49.000z group run ci for vercel/next.js 2026-04-01t22:36:49.000z runner image: windows-latest 2026-04-01t22:36:49.000z language: rust 2026-04-01t22:36:49.000z pytest -m integration --maxfail 1 2026-04-01t22:36:49.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,234.0
"2026-04-01T14:30:58.000Z ##[group]Run CI for angular/angular
2026-04-01T14:30:58.000Z Runner image: ubuntu-latest
2026-04-01T14:30:58.000Z Language: java
2026-04-01T14:30:58.000Z pytest -m integration --maxfail=1
2026-04-01T14:30:58.000Z Error: Process timed out after 20 minutes
2026-04-01T14:30:58.000Z ##[error]The operation was canceled",2026-04-01t14:30:58.000z group run ci for angular/angular 2026-04-01t14:30:58.000z runner image: ubuntu-latest 2026-04-01t14:30:58.000z language: java 2026-04-01t14:30:58.000z pytest -m integration --maxfail 1 2026-04-01t14:30:58.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,234.0
"2026-04-10T06:52:03.1854624Z   digest-mismatch: error 2026-04-10T06:52:06.4516895Z Failed to open the device 'kvm': Invalid argument 2026-04-10T06:52:30.3616334Z                  'error_on_warn': 'false', 2026-04-10T06:52:30.3631096Z                                           'test/cctest/test_quic_error.cc', 2026-04-10T06:52:30.3647724Z                                          'lib/internal/assert/assertion_error.js',",tz digestmismatch error tz failed,Test Failure,test,medium,Assertion or test case failure,33.0
"2026-04-15T14:28:41.000Z ##[group]Run CI for microsoft/vscode
2026-04-15T14:28:41.000Z Runner image: windows-latest
2026-04-15T14:28:41.000Z Language: rust
2026-04-15T14:28:41.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-15T14:28:41.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-15T14:28:41.000Z ##[error]permission denied while accessing deployment secret",2026-04-15t14:28:41.000z group run ci for microsoft/vscode 2026-04-15t14:28:41.000z runner image: windows-latest 2026-04-15t14:28:41.000z language: rust 2026-04-15t14:28:41.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-15t14:28:41.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",
"2026-04-02T06:08:17.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T06:08:17.000Z Runner image: macos-latest
2026-04-02T06:08:17.000Z Language: go
2026-04-02T06:08:17.000Z make build-ci -j4
2026-04-02T06:08:17.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:08:17.000Z ##[error]Build failed with exit code 2",2026-04-02t06:08:17.000z group run ci for spring-projects/spring-boot 2026-04-02t06:08:17.000z runner image: macos-latest 2026-04-02t06:08:17.000z language: go 2026-04-02t06:08:17.000z make build-ci -j4 2026-04-02t06:08:17.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,238.0
"2026-04-01T15:00:20.000Z ##[group]Run CI for angular/angular
2026-04-01T15:00:20.000Z Runner image: windows-latest
2026-04-01T15:00:20.000Z Language: node
2026-04-01T15:00:20.000Z src/auth/handler.py:222: SyntaxError: unexpected token '='
2026-04-01T15:00:20.000Z pylint: E0001 syntax-error
2026-04-01T15:00:20.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:00:20.000z group run ci for angular/angular 2026-04-01t15:00:20.000z runner image: windows-latest 2026-04-01t15:00:20.000z language: node 2026-04-01t15:00:20.000z src/auth/handler.py:222: syntaxerror: unexpected token 2026-04-01t15:00:20.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,264.0
"2026-04-02T10:44:36.000Z ##[group]Run CI for django/django
2026-04-02T10:44:36.000Z Runner image: ubuntu-latest
2026-04-02T10:44:36.000Z Language: java
2026-04-02T10:44:36.000Z Starting module compiler
2026-04-02T10:44:36.000Z Traceback (most recent call last): ValueError: invalid state transition in compiler
2026-04-02T10:44:36.000Z ##[error]Runtime exception in test process",2026-04-02t10:44:36.000z group run ci for django/django 2026-04-02t10:44:36.000z runner image: ubuntu-latest 2026-04-02t10:44:36.000z language: java 2026-04-02t10:44:36.000z starting module compiler 2026-04-02t10:44:36.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,238.0
"2026-04-02T06:12:41.000Z ##[group]Run CI for vercel/next.js
2026-04-02T06:12:41.000Z Runner image: ubuntu-latest
2026-04-02T06:12:41.000Z Language: java
2026-04-02T06:12:41.000Z make build-ci -j4
2026-04-02T06:12:41.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:12:41.000Z ##[error]Build failed with exit code 2",2026-04-02t06:12:41.000z group run ci for vercel/next.js 2026-04-02t06:12:41.000z runner image: ubuntu-latest 2026-04-02t06:12:41.000z language: java 2026-04-02t06:12:41.000z make build-ci -j4 2026-04-02t06:12:41.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,228.0
"2026-04-02T00:12:52.000Z ##[group]Run CI for vercel/next.js
2026-04-02T00:12:52.000Z Runner image: ubuntu-latest
2026-04-02T00:12:52.000Z Language: java
2026-04-02T00:12:52.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-02T00:12:52.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-02T00:12:52.000Z ##[error]permission denied while accessing deployment secret",2026-04-02t00:12:52.000z group run ci for vercel/next.js 2026-04-02t00:12:52.000z runner image: ubuntu-latest 2026-04-02t00:12:52.000z language: java 2026-04-02t00:12:52.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-02t00:12:52.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",260.0
