log,cleaned_log,label,stage,severity,root_cause
"2026-04-01T09:00:39.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T09:00:39.000Z Runner image: windows-latest
2026-04-01T09:00:39.000Z Language: node
2026-04-01T09:00:39.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-01T09:00:39.000Z AssertionError: expected 1 but received 19
2026-04-01T09:00:39.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:00:39.000z group run ci for pytorch/pytorch 2026-04-01t09:00:39.000z runner image: windows-latest 2026-04-01t09:00:39.000z language: node 2026-04-01t09:00:39.000z fail compiler/src/tests/error_reporting.rs 2026-04-01t09:00:39.000z assertionerror: expected 1,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:03:07.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T09:03:07.000Z Runner image: macos-latest
2026-04-01T09:03:07.000Z Language: python
2026-04-01T09:03:07.000Z FAIL tests/integration/test_auth_flow.py
2026-04-01T09:03:07.000Z AssertionError: expected 9 but received 13
2026-04-01T09:03:07.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:03:07.000z group run ci for microsoft/vscode 2026-04-01t09:03:07.000z runner image: macos-latest 2026-04-01t09:03:07.000z language: python 2026-04-01t09:03:07.000z fail tests/integration/test_auth_flow.py 2026-04-01t09:03:07.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:06:13.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T09:06:13.000Z Runner image: windows-latest
2026-04-01T09:06:13.000Z Language: rust
2026-04-01T09:06:13.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T09:06:13.000Z AssertionError: expected 9 but received 18
2026-04-01T09:06:13.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:06:13.000z group run ci for microsoft/vscode 2026-04-01t09:06:13.000z runner image: windows-latest 2026-04-01t09:06:13.000z language: rust 2026-04-01t09:06:13.000z fail src/test/java/com/example/servicetest.java 2026-04-01t09:06:13.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:52:53.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T09:52:53.000Z Runner image: ubuntu-latest
2026-04-01T09:52:53.000Z Language: python
2026-04-01T09:52:53.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T09:52:53.000Z AssertionError: expected 1 but received 11
2026-04-01T09:52:53.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:52:53.000z group run ci for microsoft/vscode 2026-04-01t09:52:53.000z runner image: ubuntu-latest 2026-04-01t09:52:53.000z language: python 2026-04-01t09:52:53.000z fail src/test/java/com/example/servicetest.java 2026-04-01t09:52:53.000z assertionerror: expected 1,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:56:35.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T09:56:35.000Z Runner image: ubuntu-latest
2026-04-01T09:56:35.000Z Language: java
2026-04-01T09:56:35.000Z FAIL internal/runtime/retry_test.go
2026-04-01T09:56:35.000Z AssertionError: expected 9 but received 11
2026-04-01T09:56:35.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:56:35.000z group run ci for pytorch/pytorch 2026-04-01t09:56:35.000z runner image: ubuntu-latest 2026-04-01t09:56:35.000z language: java 2026-04-01t09:56:35.000z fail internal/runtime/retry_test.go 2026-04-01t09:56:35.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T07:45:53.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T07:45:53.000Z Runner image: ubuntu-latest
2026-04-01T07:45:53.000Z Language: node
2026-04-01T07:45:53.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T07:45:53.000Z AssertionError: expected 10 but received 19
2026-04-01T07:45:53.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:45:53.000z group run ci for tensorflow/tensorflow 2026-04-01t07:45:53.000z runner image: ubuntu-latest 2026-04-01t07:45:53.000z language: node 2026-04-01t07:45:53.000z fail src/test/java/com/example/servicetest.java 2026-04-01t07:45:53.000z assertionerror: expected 10,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:18:23.000Z ##[group]Run CI for nodejs/node
2026-04-01T09:18:23.000Z Runner image: windows-latest
2026-04-01T09:18:23.000Z Language: node
2026-04-01T09:18:23.000Z FAIL tests/integration/test_auth_flow.py
2026-04-01T09:18:23.000Z AssertionError: expected 6 but received 14
2026-04-01T09:18:23.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:18:23.000z group run ci for nodejs/node 2026-04-01t09:18:23.000z runner image: windows-latest 2026-04-01t09:18:23.000z language: node 2026-04-01t09:18:23.000z fail tests/integration/test_auth_flow.py 2026-04-01t09:18:23.000z assertionerror: expected 6,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T10:08:39.000Z ##[group]Run CI for vercel/next.js
2026-04-01T10:08:39.000Z Runner image: macos-latest
2026-04-01T10:08:39.000Z Language: python
2026-04-01T10:08:39.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T10:08:39.000Z AssertionError: expected 4 but received 13
2026-04-01T10:08:39.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:08:39.000z group run ci for vercel/next.js 2026-04-01t10:08:39.000z runner image: macos-latest 2026-04-01t10:08:39.000z language: python 2026-04-01t10:08:39.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t10:08:39.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:24:50.000Z ##[group]Run CI for nodejs/node
2026-04-01T09:24:50.000Z Runner image: windows-latest
2026-04-01T09:24:50.000Z Language: python
2026-04-01T09:24:50.000Z FAIL internal/runtime/retry_test.go
2026-04-01T09:24:50.000Z AssertionError: expected 4 but received 15
2026-04-01T09:24:50.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:24:50.000z group run ci for nodejs/node 2026-04-01t09:24:50.000z runner image: windows-latest 2026-04-01t09:24:50.000z language: python 2026-04-01t09:24:50.000z fail internal/runtime/retry_test.go 2026-04-01t09:24:50.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T07:49:54.000Z ##[group]Run CI for nodejs/node
2026-04-01T07:49:54.000Z Runner image: macos-latest
2026-04-01T07:49:54.000Z Language: python
2026-04-01T07:49:54.000Z FAIL internal/runtime/retry_test.go
2026-04-01T07:49:54.000Z AssertionError: expected 4 but received 14
2026-04-01T07:49:54.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:49:54.000z group run ci for nodejs/node 2026-04-01t07:49:54.000z runner image: macos-latest 2026-04-01t07:49:54.000z language: python 2026-04-01t07:49:54.000z fail internal/runtime/retry_test.go 2026-04-01t07:49:54.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T08:40:14.000Z ##[group]Run CI for apache/spark
2026-04-01T08:40:14.000Z Runner image: windows-latest
2026-04-01T08:40:14.000Z Language: java
2026-04-01T08:40:14.000Z FAIL tests/integration/test_auth_flow.py
2026-04-01T08:40:14.000Z AssertionError: expected 4 but received 17
2026-04-01T08:40:14.000Z ##[error]Test suite failed with exit code 1",2026-04-01t08:40:14.000z group run ci for apache/spark 2026-04-01t08:40:14.000z runner image: windows-latest 2026-04-01t08:40:14.000z language: java 2026-04-01t08:40:14.000z fail tests/integration/test_auth_flow.py 2026-04-01t08:40:14.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:33:22.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T09:33:22.000Z Runner image: windows-latest
2026-04-01T09:33:22.000Z Language: python
2026-04-01T09:33:22.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-01T09:33:22.000Z AssertionError: expected 7 but received 19
2026-04-01T09:33:22.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:33:22.000z group run ci for pytorch/pytorch 2026-04-01t09:33:22.000z runner image: windows-latest 2026-04-01t09:33:22.000z language: python 2026-04-01t09:33:22.000z fail compiler/src/tests/error_reporting.rs 2026-04-01t09:33:22.000z assertionerror: expected 7,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T08:44:37.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T08:44:37.000Z Runner image: ubuntu-latest
2026-04-01T08:44:37.000Z Language: python
2026-04-01T08:44:37.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T08:44:37.000Z AssertionError: expected 1 but received 12
2026-04-01T08:44:37.000Z ##[error]Test suite failed with exit code 1",2026-04-01t08:44:37.000z group run ci for pytorch/pytorch 2026-04-01t08:44:37.000z runner image: ubuntu-latest 2026-04-01t08:44:37.000z language: python 2026-04-01t08:44:37.000z fail src/test/java/com/example/servicetest.java 2026-04-01t08:44:37.000z assertionerror: expected 1,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:39:27.000Z ##[group]Run CI for angular/angular
2026-04-01T09:39:27.000Z Runner image: windows-latest
2026-04-01T09:39:27.000Z Language: java
2026-04-01T09:39:27.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-01T09:39:27.000Z AssertionError: expected 9 but received 12
2026-04-01T09:39:27.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:39:27.000z group run ci for angular/angular 2026-04-01t09:39:27.000z runner image: windows-latest 2026-04-01t09:39:27.000z language: java 2026-04-01t09:39:27.000z fail compiler/src/tests/error_reporting.rs 2026-04-01t09:39:27.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T07:54:45.000Z ##[group]Run CI for django/django
2026-04-01T07:54:45.000Z Runner image: macos-latest
2026-04-01T07:54:45.000Z Language: node
2026-04-01T07:54:45.000Z FAIL internal/runtime/retry_test.go
2026-04-01T07:54:45.000Z AssertionError: expected 1 but received 19
2026-04-01T07:54:45.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:54:45.000z group run ci for django/django 2026-04-01t07:54:45.000z runner image: macos-latest 2026-04-01t07:54:45.000z language: node 2026-04-01t07:54:45.000z fail internal/runtime/retry_test.go 2026-04-01t07:54:45.000z assertionerror: expected 1,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T10:40:04.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T10:40:04.000Z Runner image: macos-latest
2026-04-01T10:40:04.000Z Language: node
2026-04-01T10:40:04.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T10:40:04.000Z AssertionError: expected 10 but received 16
2026-04-01T10:40:04.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:40:04.000z group run ci for spring-projects/spring-boot 2026-04-01t10:40:04.000z runner image: macos-latest 2026-04-01t10:40:04.000z language: node 2026-04-01t10:40:04.000z fail src/test/java/com/example/servicetest.java 2026-04-01t10:40:04.000z assertionerror: expected 10,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:48:42.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T09:48:42.000Z Runner image: macos-latest
2026-04-01T09:48:42.000Z Language: java
2026-04-01T09:48:42.000Z FAIL internal/runtime/retry_test.go
2026-04-01T09:48:42.000Z AssertionError: expected 6 but received 17
2026-04-01T09:48:42.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:48:42.000z group run ci for tensorflow/tensorflow 2026-04-01t09:48:42.000z runner image: macos-latest 2026-04-01t09:48:42.000z language: java 2026-04-01t09:48:42.000z fail internal/runtime/retry_test.go 2026-04-01t09:48:42.000z assertionerror: expected 6,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T10:48:42.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T10:48:42.000Z Runner image: macos-latest
2026-04-01T10:48:42.000Z Language: node
2026-04-01T10:48:42.000Z FAIL internal/runtime/retry_test.go
2026-04-01T10:48:42.000Z AssertionError: expected 3 but received 20
2026-04-01T10:48:42.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:48:42.000z group run ci for microsoft/vscode 2026-04-01t10:48:42.000z runner image: macos-latest 2026-04-01t10:48:42.000z language: node 2026-04-01t10:48:42.000z fail internal/runtime/retry_test.go 2026-04-01t10:48:42.000z assertionerror: expected 3,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T07:58:19.000Z ##[group]Run CI for angular/angular
2026-04-01T07:58:19.000Z Runner image: windows-latest
2026-04-01T07:58:19.000Z Language: go
2026-04-01T07:58:19.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T07:58:19.000Z AssertionError: expected 4 but received 17
2026-04-01T07:58:19.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:58:19.000z group run ci for angular/angular 2026-04-01t07:58:19.000z runner image: windows-latest 2026-04-01t07:58:19.000z language: go 2026-04-01t07:58:19.000z fail src/test/java/com/example/servicetest.java 2026-04-01t07:58:19.000z assertionerror: expected 4,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T10:56:28.000Z ##[group]Run CI for angular/angular
2026-04-01T10:56:28.000Z Runner image: macos-latest
2026-04-01T10:56:28.000Z Language: java
2026-04-01T10:56:28.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T10:56:28.000Z AssertionError: expected 9 but received 18
2026-04-01T10:56:28.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:56:28.000z group run ci for angular/angular 2026-04-01t10:56:28.000z runner image: macos-latest 2026-04-01t10:56:28.000z language: java 2026-04-01t10:56:28.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t10:56:28.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T10:00:05.000Z ##[group]Run CI for nodejs/node
2026-04-01T10:00:05.000Z Runner image: macos-latest
2026-04-01T10:00:05.000Z Language: python
2026-04-01T10:00:05.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T10:00:05.000Z AssertionError: expected 5 but received 14
2026-04-01T10:00:05.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:00:05.000z group run ci for nodejs/node 2026-04-01t10:00:05.000z runner image: macos-latest 2026-04-01t10:00:05.000z language: python 2026-04-01t10:00:05.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t10:00:05.000z assertionerror: expected 5,Test Failure,test,medium,Assertion mismatch in CI test suite
"2026-04-01T09:02:30.000Z ##[group]Run CI for vercel/next.js
2026-04-01T09:02:30.000Z Runner image: ubuntu-latest
2026-04-01T09:02:30.000Z Language: python
2026-04-01T09:02:30.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T09:02:30.000Z npm ERR! code E404
2026-04-01T09:02:30.000Z ##[error]Dependency installation failed",2026-04-01t09:02:30.000z group run ci for vercel/next.js 2026-04-01t09:02:30.000z runner image: ubuntu-latest 2026-04-01t09:02:30.000z language: python 2026-04-01t09:02:30.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T09:04:45.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T09:04:45.000Z Runner image: windows-latest
2026-04-01T09:04:45.000Z Language: go
2026-04-01T09:04:45.000Z ERROR: Module not found: Cannot resolve 'webpack'
2026-04-01T09:04:45.000Z npm ERR! code E404
2026-04-01T09:04:45.000Z ##[error]Dependency installation failed",2026-04-01t09:04:45.000z group run ci for tensorflow/tensorflow 2026-04-01t09:04:45.000z runner image: windows-latest 2026-04-01t09:04:45.000z language: go 2026-04-01t09:04:45.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T09:06:41.000Z ##[group]Run CI for django/django
2026-04-01T09:06:41.000Z Runner image: windows-latest
2026-04-01T09:06:41.000Z Language: go
2026-04-01T09:06:41.000Z ERROR: Module not found: Cannot resolve 'webpack'
2026-04-01T09:06:41.000Z npm ERR! code E404
2026-04-01T09:06:41.000Z ##[error]Dependency installation failed",2026-04-01t09:06:41.000z group run ci for django/django 2026-04-01t09:06:41.000z runner image: windows-latest 2026-04-01t09:06:41.000z language: go 2026-04-01t09:06:41.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T09:08:51.000Z ##[group]Run CI for facebook/react
2026-04-01T09:08:51.000Z Runner image: ubuntu-latest
2026-04-01T09:08:51.000Z Language: go
2026-04-01T09:08:51.000Z ERROR: Module not found: Cannot resolve 'webpack'
2026-04-01T09:08:51.000Z npm ERR! code E404
2026-04-01T09:08:51.000Z ##[error]Dependency installation failed",2026-04-01t09:08:51.000z group run ci for facebook/react 2026-04-01t09:08:51.000z runner image: ubuntu-latest 2026-04-01t09:08:51.000z language: go 2026-04-01t09:08:51.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T09:10:58.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T09:10:58.000Z Runner image: windows-latest
2026-04-01T09:10:58.000Z Language: python
2026-04-01T09:10:58.000Z ERROR: Module not found: Cannot resolve 'pytest'
2026-04-01T09:10:58.000Z npm ERR! code E404
2026-04-01T09:10:58.000Z ##[error]Dependency installation failed",2026-04-01t09:10:58.000z group run ci for spring-projects/spring-boot 2026-04-01t09:10:58.000z runner image: windows-latest 2026-04-01t09:10:58.000z language: python 2026-04-01t09:10:58.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
